,0
110553,9.726034070454452e-06
73392,9.713589189907709e-06
114074,2.111449528298188e-05
55290,0.00011509382562822641
5989,0.0010567290032057663
5980,9.870375396689703e-06
5981,9.599918377230152e-06
5986,1.3134779427449274e-05
130642,1.0932723256143738e-05
102819,3.116746449255743e-05
43871,1.2811069469428507e-05
6796,0.00029086981796059837
6797,1.2247392183734596e-05
6794,1.218895228969131e-05
27373,1.0976928307526755e-05
6793,2.258822384733178e-05
6790,3.5711028874925695e-05
6791,4.8659264061581774e-05
270,5.84280180732197e-05
271,2.3041569321036873e-05
272,0.0004957615450630663
273,8.50812848229142e-05
32017,1.021467097281092e-05
49,1.2282170796490766e-05
80599,1.1273633582626582e-05
277,0.0002385878793751768
278,1.2282170796490766e-05
279,2.754502360712869e-05
32019,1.2094923196983674e-05
117529,5.237972266689074e-05
26393,1.0743594791687772e-05
52462,2.015986837732665e-05
101947,9.903338982472714e-06
106473,1.0577189088509008e-05
64900,1.0932723256143738e-05
45447,0.00012888175359617476
4645,1.1706374533415635e-05
45442,1.2811069469428507e-05
141124,8.526734464335693e-06
45440,2.086788560609789e-05
85612,9.617201219842414e-06
44245,1.0932723256143738e-05
7786,8.36835550321697e-06
3519,5.143567276853676e-05
3513,4.0973469009544535e-05
3512,0.00013484195539725623
3510,0.00031099225620126003
3516,3.678348451601189e-05
84696,1.0379414266668736e-05
70663,9.39821048569365e-06
2688,0.00017937797119410635
2689,2.3259099104017522e-05
2686,0.00019025743980189138
2687,0.00020579965819128053
2682,4.836711359647242e-05
2683,0.0007631287316245647
71282,9.312369820703434e-06
71535,0.0002893157294533875
71530,2.298677760013032e-05
99,2.945597765566713e-05
93,2.0028016285571794e-05
92,9.088994406393422e-05
95,0.00047695154078261995
94,0.00016244529263915823
97,8.991971208588489e-05
70488,1.1273633582626582e-05
102716,1.0932723256143738e-05
71755,1.014392972071723e-05
41566,0.00032120480276477036
41569,0.0001352595591457212
44421,1.0976928307526755e-05
83613,1.922424127545585e-05
156387,1.0976928307526755e-05
1177,0.00010989844290649898
1176,8.774219022816745e-05
1175,0.00033013127110758094
1173,0.00011031561540945356
1172,0.000549661773894643
1171,0.0002382846027228177
1179,0.00040211778182053557
1178,0.00016343751312073988
68269,3.0985360657583526e-05
27611,0.00017485833959028456
97938,0.0001824402958427602
514,0.00011999518994872356
876,1.1228494681529726e-05
7180,1.0976928307526755e-05
7186,1.1804759877435513e-05
118890,1.2605527596177627e-05
872,8.36835550321697e-06
621,2.6059301668660584e-05
3435,0.0003379641100198549
1224,0.00025457928223314826
8019,2.358275535669314e-05
8544,1.4450208622620058e-05
8015,1.1804759877435513e-05
8014,4.268509265866079e-05
8012,3.7797849836660954e-05
8011,3.339786533954124e-05
8010,1.0983143528499339e-05
7456,1.1911547635995118e-05
2741,1.3410750211604289e-05
7454,5.8429529097171484e-05
7451,0.00019576532550114652
95949,9.832276232706156e-06
7458,0.00018634349735153824
7459,2.1082868174873964e-05
4591,9.678447728621106e-06
2033,4.6435204217726244e-05
66509,1.948837716844562e-05
2031,1.1804759877435513e-05
65088,1.0452030921460961e-05
4844,5.787684430121307e-05
4734,0.00016469661574623615
26564,1.0976928307526755e-05
26562,2.1951187989472093e-05
2039,1.1804759877435513e-05
2314,1.2283370056559357e-05
59731,2.1036186069724146e-05
61236,4.548245986166656e-05
65261,0.00012155860653622731
392,1.1381986466346148e-05
390,4.45782873175536e-05
5854,1.3410750211604289e-05
4728,2.1892413669951097e-05
4725,1.1706374533415635e-05
2300,0.00036898516539612296
2303,0.00021058266342009147
2302,0.0072444883350832896
2305,1.0932723256143738e-05
2304,4.9458526541876696e-05
4723,5.8747025850048486e-05
2306,2.724047208523341e-05
5847,1.3410750211604289e-05
5846,1.3410750211604289e-05
74486,2.3112084106544122e-05
27721,9.376961520065358e-05
5840,2.8960901456856218e-05
2335,0.00014370099347227078
3746,1.1911547635995118e-05
3747,2.433159092653301e-05
3744,3.517409565735424e-05
3745,0.0001669696724855356
3742,0.0001130308915675271
3743,1.1494493063048747e-05
3740,0.00011340914764737367
3741,0.0001010640209447416
4621,4.633790059566292e-05
4623,0.00017333284448509522
4624,1.0932723256143738e-05
4625,9.599918377230152e-06
4626,1.194527067813569e-05
4627,1.194527067813569e-05
4628,2.3554679932321517e-05
79008,4.2816665389772094e-05
57669,0.00033150574367231975
179,3.063193058331711e-05
178,6.639718806709015e-05
177,3.595969231892665e-05
176,0.00014625742957561472
175,0.000202716506055802
173,0.00015492438840814668
172,0.0001220803898121079
171,9.841749132388188e-05
170,0.00011467932060167869
74228,4.002510175564859e-05
128606,1.0976928307526755e-05
7219,1.0976928307526755e-05
80363,2.1598158284425083e-05
7210,3.16861132517089e-05
7211,9.41734655738136e-06
7212,5.7863497246503424e-05
