0,318,0.010514662887930942
1,593,0.010057670654547895
2,527,0.009596192257699377
3,608,0.009423491629106986
4,2571,0.009362091962904526
5,1,0.009037832145311201
6,2762,0.008657491270534931
7,2028,0.008545421098247557
8,1704,0.008471556567387795
9,2396,0.007883209149320192
10,1682,0.007880625331657502
11,36,0.007830205761959988
12,17,0.007626546664057101
13,1584,0.007571247101543309
14,1784,0.007533274431433954
15,2291,0.007484614840057906
16,1358,0.007365944846801757
17,497,0.007359122794237004
18,2302,0.0072444883350832896
19,515,0.0071836586212169085
