,0
110553,1.0219780764210784e-05
73392,9.072225317967548e-06
114074,1.736765286134901e-05
55290,0.0001138548379383997
5989,0.0009642307783928681
5980,9.857037208869004e-06
5981,1.746421079220601e-05
5986,1.0051716144732287e-05
130642,1.0623298791228506e-05
102819,3.0611536810507974e-05
43871,1.1865778225310477e-05
6796,0.00024970954614634563
6797,1.1858533345669808e-05
6794,1.0655005931029775e-05
27373,9.254991337508906e-06
6793,2.495367382950084e-05
6790,4.3573834490874904e-05
6791,4.089752328938412e-05
270,7.464982942677585e-05
271,3.2330345438207705e-05
272,0.0004106636976983686
273,8.220273792393677e-05
32017,1.300623629469057e-05
49,1.6580865322883335e-05
80599,9.075719304316833e-06
277,0.0002277331633142801
278,1.6580865322883335e-05
279,2.4998077925933332e-05
32019,9.620680419744561e-06
117529,5.930848679440936e-05
26393,9.646315273232865e-06
52462,2.0837652420364394e-05
101947,8.640001084496471e-06
106473,9.770650258559002e-06
64900,1.0623298791228506e-05
45447,0.00013384153897499348
4645,1.1896047093405531e-05
45442,1.1865778225310477e-05
141124,9.077033834123701e-06
45440,2.1606447360525095e-05
85612,8.03368467582054e-06
44245,1.0623298791228506e-05
7786,7.829473324332703e-06
3519,4.685920879341116e-05
3513,4.0179936481473974e-05
3512,0.0001180860087343925
3510,0.00033491709965062136
3516,4.269607864107228e-05
84696,9.253709306140827e-06
70663,9.927499409138023e-06
2688,0.000182644930497548
2689,2.583585666039224e-05
2686,0.0001645577225968728
2687,0.00030277978095116933
2682,5.1568948422084214e-05
2683,0.0007055027089810627
71282,9.231557944690053e-06
71535,0.0002936154322937732
71530,2.0094277439625565e-05
99,3.610672088434274e-05
93,1.7129094581535774e-05
92,0.00012335642793547883
95,0.0007030045468085673
94,0.00017396921643507887
97,7.924632692885228e-05
70488,9.075719304316833e-06
102716,1.0623298791228506e-05
71755,9.396516646911667e-06
41566,0.00029002864053797293
41569,0.00012491814940180314
44421,9.254991337508906e-06
83613,3.531706721762122e-05
156387,9.254991337508906e-06
1177,0.00010150557716139398
1176,8.199369623044617e-05
1175,0.00038039963532323897
1173,0.00011677579631454239
1172,0.00046573700204118534
1171,0.00024270846002745356
1179,0.0003616813632782724
1178,0.00014679652423731044
68269,2.6927654134786893e-05
27611,0.00016475569073942789
97938,0.00015886658417816764
514,0.00012293486101883137
876,9.971105203102841e-06
7180,9.254991337508906e-06
7186,1.1263819358708786e-05
118890,8.88454775280161e-06
872,7.829473324332703e-06
621,3.3055937216846314e-05
3435,0.0003076914713904817
1224,0.00023741966942432833
8019,3.184688936623801e-05
8544,1.0705658619863964e-05
8015,1.1263819358708786e-05
8014,3.5643252538415456e-05
8012,3.8105014283842855e-05
8011,2.8450614753678986e-05
8010,1.6633723005511395e-05
7456,1.0751530706752393e-05
2741,1.2430560117551866e-05
7454,6.0159381087775944e-05
7451,0.00017678261221116404
95949,9.113012736343171e-06
7458,0.00018830179513760402
7459,1.9782265003989606e-05
4591,4.7356946508158165e-05
2033,4.637840319733337e-05
66509,1.9692375728719968e-05
2031,1.1263819358708786e-05
65088,1.1975039610483326e-05
4844,5.397285295046566e-05
4734,0.00015156178442176518
26564,9.254991337508906e-06
26562,1.9376860720966026e-05
2039,1.1263819358708786e-05
2314,1.1082961892329976e-05
59731,1.8121904779177657e-05
61236,3.735973319894934e-05
65261,0.00011473100935095119
392,1.4121184671640805e-05
390,8.458489689993961e-05
5854,1.2430560117551866e-05
4728,2.19347516935467e-05
4725,1.1896047093405531e-05
2300,0.00031877616675192797
2303,0.0001976322562645861
2302,0.0005578289219942368
2305,1.0623298791228506e-05
2304,8.921426569098433e-05
4723,5.167110081843469e-05
2306,2.3758329169000622e-05
5847,1.2430560117551866e-05
5846,1.2430560117551866e-05
74486,1.857082580101947e-05
27721,8.788613781304265e-05
5840,2.2269987063694045e-05
2335,0.00015085698221432294
3746,1.0751530706752393e-05
3747,2.095958858553668e-05
3744,3.682099689478347e-05
3745,0.00018274104994553763
3742,0.00010412296217293684
3743,1.4011071630277705e-05
3740,0.0001020219401949769
3741,9.541926008405147e-05
4621,4.8404424215133134e-05
4623,0.00015145586594985655
4624,1.0623298791228506e-05
4625,1.746421079220601e-05
4626,9.78434346415085e-06
4627,9.78434346415085e-06
4628,2.1827076764463533e-05
79008,3.952602484966394e-05
57669,0.00032537871320390915
179,3.831612628706014e-05
178,6.961932111338783e-05
177,3.887827899695626e-05
176,0.0001474097442092514
175,0.00019496959231750976
173,0.00015667196584942596
172,0.00017526216764595731
171,9.968974104930639e-05
170,0.00012077028988944776
74228,4.07128814933395e-05
128606,9.254991337508906e-06
7219,9.254991337508906e-06
80363,2.284144862094792e-05
7210,2.764215104743644e-05
7211,8.879504815922668e-06
7212,4.565068161883553e-05
7215,5.880690907983075e-05
7216,1.9306707482241195e-05
7217,2.0337953229838882e-05
6216,3.79237923570382e-05
6215,2.8767074259194765e-05
6214,4.740731635917952e-05
6213,4.0117327983577386e-05
6212,1.1263819358708786e-05
6211,1.725991397073637e-05
6219,9.263514557160684e-06
275,1.4121184671640805e-05
70344,8.084736097790798e-06
276,6.291388614764085e-05
6811,2.395294570386956e-05
6816,2.191501133149651e-05
95167,8.735646936370561e-05
63276,1.8594646463461896e-05
442,0.0004195203622312429
7669,5.786726206824146e-05
26819,1.2256304166182796e-05
26812,1.1330725603453185e-05
26810,9.363088518771843e-06
1769,2.1061622050715083e-05
1762,1.0623298791228506e-05
68347,1.714339582107732e-05
1767,9.077033834123701e-06
40226,9.363088518771843e-06
83134,7.570991453511377e-05
83132,4.900955309774682e-05
1546,1.1291712540268005e-05
1544,0.00027684707340718234
691,5.3717579118093955e-05
1542,0.00010822338863790157
697,3.5159374217657004e-05
694,7.477952303712392e-05
695,3.368720253352675e-05
8711,1.2452580994865752e-05
8712,2.0518810696217692e-05
8713,1.1627117276737767e-05
94959,0.00021435616044941292
72131,9.254991337508906e-06
79702,0.0002048189792350051
77561,0.00021550958555242904
93324,9.606294949188036e-06
72395,1.8989202793988376e-05
5618,0.0005670200536216079
5619,1.1082961892329976e-05
72393,1.8806436774447016e-05
5612,1.4011071630277705e-05
5613,8.382025334139617e-06
5611,2.3685974698561853e-05
5617,0.00011351380489317665
7116,4.9543537234120935e-05
31903,1.2791937746331296e-05
6779,2.0769888819526914e-05
6774,5.103462013818036e-05
27397,9.755669087862818e-06
6776,4.6866458252015905e-05
6777,9.707783696165496e-05
6770,2.0159995726453677e-05
6772,8.112661523840102e-06
6773,9.437610968181485e-05
1223,0.00046747416174025916
57274,2.1270601075074833e-05
258,4.13023302360776e-05
259,6.461537079689498e-05
252,0.00019486867976105257
253,0.0007579702837307715
250,1.9983428510098947e-05
256,9.883702046680948e-05
257,0.0001393846338126276
254,2.4237279707335898e-05
255,1.2842903207815634e-05
1251,0.00014942328240909408
100034,9.114924719854346e-06
64614,0.0002895443438844894
57418,9.254991337508906e-06
2432,5.0645611356995465e-05
55207,1.0623298791228506e-05
3688,2.5834574629024163e-05
3683,0.0002531151842324214
3682,2.4071176500739504e-05
3681,0.00013402548288897695
3680,2.5010551460822478e-05
3687,1.0623298791228506e-05
3686,0.0001511819210529278
3685,0.00011233133596281707
134368,3.406799019477477e-05
2796,1.6580865322883335e-05
2518,5.667035125623928e-05
2514,1.29621395913537e-05
2517,4.616600760498287e-05
2511,3.038607334222768e-05
2513,8.791329263527522e-05
3535,0.00030486420596080127
5059,9.075719304316833e-06
3537,2.2483703168527794e-05
3536,0.00010777189751216616
3539,3.399305952039524e-05
5055,3.3002255947925153e-05
5056,3.0192339968310727e-05
5051,9.030734297237215e-06
5053,1.1263819358708786e-05
53974,9.89601990211029e-06
53972,0.00014624147994583272
1670,5.639126576999229e-05
54997,0.0002049580460777321
71518,8.084736097790798e-06
104863,1.883484830482854e-05
26025,1.012186938345712e-05
54999,4.0630566211189746e-05
87298,2.195402439468169e-05
69529,8.247892323888707e-06
106642,4.63012119962734e-05
44225,8.202569886624924e-06
112062,9.396516646911667e-06
54190,3.2254588590214274e-05
27802,9.254991337508906e-06
27555,1.0623298791228506e-05
27800,1.9695524109196052e-05
27801,5.4251569903061753e-05
27808,9.927499409138023e-06
40946,1.1330725603453185e-05
1151,1.6580865322883335e-05
1150,8.409033629445579e-05
97913,0.00012741188109650158
59018,3.666115826554407e-05
59549,9.077033834123701e-06
25898,1.0051716144732287e-05
8039,1.1082961892329976e-05
8529,0.00022516238554376266
8528,0.00026527361672647393
34532,5.737685274359389e-05
8522,1.3334648702678964e-05
34536,1.1330725603453185e-05
67788,1.6716649815486014e-05
34534,1.1510723017494733e-05
8524,1.1858533345669808e-05
26603,2.2045427763247285e-05
26606,2.7901812503193547e-05
95963,1.0623298791228506e-05
95965,1.0623298791228506e-05
89492,0.0001384698129341569
26547,2.2821674548335792e-05
52831,9.363088518771843e-06
4299,0.00020906351526502019
4298,1.9738643071929227e-05
4294,1.9328691232546155e-05
4297,3.2652031224492845e-05
4296,1.816295894306512e-05
4291,2.289794287340881e-05
4290,9.254991337508906e-06
4292,5.727954556986352e-05
66785,9.253709306140827e-06
61250,8.202569886624924e-06
81562,0.00016416300903863865
81564,0.0001095676272227555
90647,9.072225317967548e-06
4743,1.1263819358708786e-05
31963,9.254991337508906e-06
4741,9.030734297237215e-06
43333,9.254991337508906e-06
4744,1.2348936378479723e-05
5869,1.2430560117551866e-05
5868,1.1552003267305462e-05
96432,1.0623298791228506e-05
5867,2.644162004034856e-05
5866,9.395293526121529e-06
98122,8.596856565151277e-06
98126,9.017739059915206e-06
98124,4.730604137268461e-05
2183,8.553350854502499e-05
2182,1.9744006160569314e-05
2181,3.080147543387917e-05
2180,2.380664271959784e-05
2187,2.827100481181413e-05
2186,0.0002134098819513652
4608,1.2430560117551866e-05
2184,7.477757654797565e-05
2189,1.6580865322883335e-05
2188,2.692134741926857e-05
55116,1.1330725603453185e-05
57640,9.980220798765809e-05
51127,1.0068346578207272e-05
6454,2.2346781251038762e-05
151,0.0003650935711516742
86864,9.254991337508906e-06
153,0.0003545814871034445
152,3.690989301434145e-05
155,2.5609954122446044e-05
154,0.00016872735129313109
157,2.7891198492280996e-05
156,0.00012203426449775184
159,6.889754758457533e-05
158,0.00021579408518839359
141866,1.0623298791228506e-05
52694,1.2903280509949978e-05
60072,4.233263043163269e-05
60074,9.645728754533657e-05
128620,9.143919874728523e-06
6187,5.577367023132815e-05
6184,3.829328468467437e-05
6183,2.3481828929113854e-05
6182,1.1263819358708786e-05
6188,0.00025861380891450253
2727,9.254991337508906e-06
2726,0.00010144899781517771
2725,4.059788089405842e-05
2724,0.00014176563542063207
2723,0.00020549509872305657
2722,7.532156444802103e-05
2721,6.613260026694689e-05
2720,2.796324157730031e-05
134130,0.0002096031348649801
2729,0.00013265615299506053
2728,0.00014507808087618415
93805,9.231557944690053e-06
7234,4.715129958566174e-05
7235,5.0336881903002564e-05
7941,2.7872959340800674e-05
7943,2.7821423080628515e-05
7948,9.254991337508906e-06
7238,9.075719304316833e-06
72720,1.736765286134901e-05
6238,1.2430560117551866e-05
6235,5.336066169603985e-05
6237,3.52699553770852e-05
6231,2.2839395259533338e-05
6230,1.8941918264705844e-05
6232,1.8518505894669588e-05
8866,1.9233848348445072e-05
8864,1.0735644062833566e-05
8865,5.613336707105397e-05
8860,4.224420628292589e-05
8861,6.853076932948739e-05
71180,8.950778647303909e-06
104841,0.00022296608457621247
818,5.761673435666636e-05
813,1.6223046031421093e-05
