0,260,0.009622815016797693
1,608,0.009134947352762697
2,1,0.008906496065400844
3,32,0.008561892516006036
4,733,0.007975928748317382
5,648,0.007970872840153891
6,1580,0.007899930077776571
7,778,0.007767312189076204
8,36,0.007644966496525155
9,6,0.007629698250720382
10,1356,0.007498260637371594
11,1527,0.0072384391141286876
12,832,0.007194098036442466
13,1584,0.0071321248090696005
14,802,0.007065858427547327
15,1183,0.00706430160674065
16,1500,0.006829857732770407
17,1407,0.006810380440604747
18,1569,0.006768049590952948
19,1552,0.006742291536249308
