0,318,0.011111829240140196
1,356,0.010971423168137371
2,296,0.010927101422412775
3,2858,0.010015913459811752
4,2959,0.00986007467758231
5,110,0.009626490301592894
6,2762,0.009586030334688371
7,2028,0.009334702639912667
8,1197,0.009248626418713282
9,1580,0.008979745846216936
10,778,0.008893683737649212
11,1721,0.00854643268748091
12,736,0.008320765449781838
13,44191,0.008297084788531096
14,3949,0.008201947584372642
15,5669,0.008060630899289429
16,8622,0.007894532124393987
17,1235,0.007841204363403374
18,1884,0.007836344049681214
19,247,0.007806921252577081
